Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,CallDurationSecs,CardInsurance
1756,28,,single,secondary,0,4465,0,0,cellular,898,1
1757,35,admin.,married,secondary,0,1286,1,0,cellular,1007,1
1758,36,admin.,divorced,secondary,0,246,1,0,other,90,0
1759,40,services,divorced,secondary,0,1959,1,0,other,78,0
1760,53,blue-collar,married,secondary,0,2,1,0,other,373,0
1761,30,admin.,single,secondary,0,3809,1,0,other,70,0
1762,51,entrepreneur,married,tertiary,0,267,1,0,other,25,0
1763,31,blue-collar,married,primary,0,554,1,0,cellular,370,0
1764,51,management,married,tertiary,0,469,0,0,cellular,574,1
1765,38,unemployed,single,secondary,0,804,0,0,cellular,1270,1
1766,29,admin.,single,secondary,0,27,1,0,cellular,881,1
1767,49,blue-collar,married,secondary,0,171,0,0,telephone,260,0
1768,44,entrepreneur,married,primary,0,5038,0,0,cellular,232,0
1769,37,self-employed,divorced,secondary,0,1082,0,0,cellular,148,0
1770,33,services,married,secondary,0,1697,0,0,cellular,571,1
1771,59,unemployed,divorced,secondary,0,7469,0,0,cellular,335,0
1772,48,unemployed,married,secondary,0,926,0,0,cellular,446,1
1773,38,management,married,tertiary,0,5432,1,1,cellular,826,0
1774,42,services,divorced,secondary,0,466,0,0,cellular,56,0
1775,65,housemaid,married,primary,0,715,0,0,cellular,377,1
1776,40,management,married,tertiary,0,10786,0,0,other,49,0
1777,42,management,married,tertiary,0,9,1,0,other,43,0
1778,35,blue-collar,married,secondary,0,253,1,0,cellular,528,0
1779,47,unemployed,married,primary,0,324,0,0,cellular,540,1
1780,77,retired,married,primary,0,3324,0,0,cellular,338,1
1781,33,management,married,tertiary,0,0,1,0,cellular,362,0
1782,31,blue-collar,single,secondary,0,1979,1,1,cellular,1407,1
1783,57,blue-collar,married,,0,3585,0,0,telephone,172,1
1784,30,admin.,single,tertiary,0,739,1,0,cellular,347,0
1785,47,services,married,secondary,0,3333,1,1,cellular,133,0
1786,27,management,single,tertiary,0,3347,0,0,cellular,363,0
1787,34,admin.,married,secondary,0,2374,1,0,cellular,188,1
1788,36,services,single,secondary,0,62,1,0,other,94,0
1789,38,technician,single,secondary,0,435,1,0,cellular,510,0
1790,36,management,single,tertiary,0,2163,0,0,cellular,370,0
1791,70,retired,divorced,primary,0,482,0,0,telephone,372,1
1792,54,blue-collar,married,primary,0,175,0,1,cellular,1200,0
1793,45,blue-collar,married,secondary,0,266,1,0,cellular,324,0
1794,48,services,married,secondary,0,22,0,0,cellular,501,0
1795,32,management,single,tertiary,0,819,1,0,cellular,133,1
1796,43,entrepreneur,married,primary,0,1318,1,1,telephone,10,0
1797,31,management,single,tertiary,0,147,0,0,cellular,190,1
1798,54,management,married,tertiary,0,1303,0,0,cellular,1910,1
1799,33,services,divorced,secondary,0,1156,1,0,cellular,715,0
1800,68,retired,divorced,primary,0,695,0,0,cellular,272,1
1801,32,management,married,tertiary,0,943,1,0,cellular,470,0
1802,35,management,single,tertiary,0,1618,1,1,cellular,633,1
1803,45,admin.,married,secondary,0,204,1,0,cellular,262,1
1804,60,retired,married,tertiary,0,3461,0,0,cellular,110,0
1805,30,admin.,single,secondary,0,4448,0,0,cellular,131,1
1806,50,admin.,divorced,secondary,0,237,0,1,telephone,169,1
1807,36,technician,married,tertiary,0,341,0,0,cellular,329,1
1808,47,technician,married,tertiary,0,1694,0,1,other,246,1
1809,37,technician,married,secondary,0,1109,1,0,cellular,72,0
1810,42,technician,divorced,secondary,0,214,0,0,cellular,148,1
1811,73,retired,married,,0,739,0,0,cellular,245,1
1812,60,unemployed,married,secondary,0,1047,0,0,cellular,202,1
1813,52,self-employed,single,tertiary,0,1623,1,0,other,9,0
1814,48,services,divorced,primary,0,2805,0,1,cellular,248,0
1815,43,management,married,tertiary,0,13015,1,0,cellular,65,0
1816,82,retired,divorced,primary,0,0,0,0,telephone,506,1
1817,50,management,married,secondary,1,421,0,0,cellular,26,0
1818,34,technician,married,secondary,0,210,1,1,cellular,246,0
1819,46,management,married,primary,0,3229,1,0,cellular,1810,1
1820,36,entrepreneur,married,secondary,0,660,1,1,cellular,502,0
1821,42,management,married,primary,0,5310,1,0,cellular,319,1
1822,36,services,single,,0,281,1,0,other,226,1
1823,36,technician,single,secondary,0,4136,1,0,other,356,1
1824,36,management,married,tertiary,0,763,0,0,cellular,58,0
1825,34,technician,single,secondary,0,0,0,0,cellular,63,0
1826,45,admin.,divorced,secondary,0,-176,0,1,cellular,670,1
1827,72,self-employed,married,tertiary,0,132,0,0,cellular,519,1
1828,49,services,single,secondary,0,1884,1,0,cellular,50,0
1829,50,management,married,tertiary,0,19447,1,1,cellular,194,0
1830,51,admin.,married,secondary,0,949,0,0,cellular,1275,1
1831,58,technician,married,secondary,0,5618,1,0,cellular,422,0
1832,22,student,single,,0,2281,0,0,cellular,258,0
1833,35,admin.,married,secondary,0,3854,1,0,cellular,153,0
1834,46,blue-collar,married,,0,209,0,0,cellular,84,0
1835,36,technician,single,secondary,0,18,0,0,cellular,78,0
1836,34,technician,divorced,tertiary,0,1317,1,0,cellular,279,0
1837,52,blue-collar,married,secondary,0,580,0,0,cellular,1127,1
1838,35,blue-collar,married,primary,0,994,1,0,other,592,1
1839,36,management,single,tertiary,0,3669,0,0,cellular,194,0
1840,31,management,single,tertiary,0,1761,1,0,telephone,332,1
1841,47,technician,married,secondary,0,232,1,0,cellular,194,0
1842,32,blue-collar,married,secondary,0,1520,1,0,cellular,576,0
1843,29,admin.,single,tertiary,0,-197,0,0,other,21,0
1844,58,self-employed,married,secondary,0,372,0,0,other,138,0
1845,51,blue-collar,married,primary,0,1194,1,0,other,245,0
1846,58,unemployed,married,secondary,0,687,1,0,cellular,258,1
1847,38,blue-collar,single,primary,0,127,1,0,cellular,82,0
1848,40,technician,married,secondary,0,-312,1,0,other,87,0
1849,30,technician,single,secondary,0,707,0,0,cellular,266,0
1850,58,retired,married,primary,0,2074,0,0,cellular,303,1
1851,51,retired,married,primary,0,752,1,0,other,94,0
1852,59,housemaid,married,tertiary,0,0,0,0,telephone,494,1
1853,27,technician,single,primary,0,1022,1,0,other,195,0
1854,26,management,single,tertiary,0,200,0,0,cellular,106,0
1855,28,blue-collar,single,secondary,0,3430,1,0,other,32,0
1856,22,services,single,secondary,0,344,1,0,cellular,405,1
1857,35,admin.,single,secondary,0,-101,1,0,cellular,321,0
1858,40,blue-collar,married,secondary,0,1451,0,0,cellular,137,1
1859,38,blue-collar,married,secondary,0,0,0,0,other,158,0
1860,33,technician,married,secondary,0,3243,0,0,cellular,513,1
1861,69,housemaid,married,primary,0,1080,0,0,cellular,230,0
1862,42,blue-collar,married,secondary,0,165,1,0,other,146,0
1863,41,admin.,married,secondary,0,549,1,0,cellular,381,0
1864,51,admin.,single,tertiary,0,394,0,0,telephone,968,1
1865,33,management,single,tertiary,0,4835,0,0,cellular,423,0
1866,59,management,married,tertiary,0,1,1,0,cellular,245,1
1867,57,management,married,secondary,0,1026,1,0,other,23,0
1868,54,management,single,tertiary,0,0,1,0,other,30,0
1869,35,technician,single,secondary,0,0,0,0,cellular,130,0
1870,33,services,married,secondary,0,227,1,1,cellular,557,1
1871,26,student,single,secondary,0,620,0,0,cellular,260,1
1872,67,management,married,tertiary,0,405,0,0,cellular,402,1
1873,60,admin.,married,,0,478,0,0,cellular,202,1
1874,52,services,married,secondary,0,659,0,0,cellular,456,1
1875,36,technician,married,tertiary,0,341,0,0,cellular,489,1
1876,58,services,married,secondary,0,50,1,0,cellular,188,0
1877,40,management,married,tertiary,0,8902,1,0,cellular,542,0
1878,23,student,single,secondary,0,1809,0,0,cellular,484,1
1879,60,retired,divorced,primary,0,685,0,1,telephone,89,0
1880,29,technician,single,secondary,0,-2,1,1,cellular,11,0
1881,80,retired,married,secondary,0,668,0,0,telephone,250,1
1882,36,self-employed,divorced,secondary,0,-38,1,0,cellular,285,0
1883,38,technician,married,secondary,1,0,0,1,cellular,51,0
1884,45,blue-collar,married,primary,1,153,0,1,cellular,825,0
1885,25,entrepreneur,single,tertiary,0,140,1,0,cellular,406,0
1886,60,retired,married,primary,0,172,0,0,cellular,289,0
1887,49,technician,married,,0,323,1,0,cellular,48,0
1888,33,blue-collar,single,secondary,0,228,0,0,telephone,110,0
1889,46,technician,married,secondary,0,940,0,0,cellular,1433,1
1890,36,admin.,divorced,tertiary,0,4708,0,0,cellular,332,1
1891,18,student,single,,0,108,0,0,cellular,197,1
1892,31,blue-collar,divorced,secondary,0,-306,0,0,other,60,0
1893,56,housemaid,divorced,secondary,0,977,0,0,cellular,1402,0
1894,48,management,married,secondary,0,2892,0,0,cellular,475,1
1895,20,student,single,,0,829,0,0,cellular,229,1
1896,31,management,single,tertiary,0,924,0,0,cellular,201,1
1897,32,management,married,tertiary,0,2737,1,1,cellular,51,0
1898,42,admin.,married,secondary,0,0,1,0,cellular,1181,0
1899,32,services,married,primary,0,228,1,0,cellular,1188,1
1900,51,technician,married,tertiary,0,825,0,0,cellular,1141,1
1901,57,management,divorced,tertiary,0,429,1,0,cellular,286,0
1902,33,services,married,secondary,0,2184,1,0,cellular,176,0
1903,40,technician,divorced,secondary,0,16,1,0,telephone,34,0
1904,27,admin.,single,secondary,0,3629,0,0,cellular,77,0
1905,49,blue-collar,married,primary,0,-157,1,0,cellular,574,1
1906,40,blue-collar,married,secondary,0,755,0,0,cellular,477,0
1907,73,retired,married,primary,0,279,0,0,cellular,466,1
1908,36,blue-collar,married,primary,0,1925,1,0,cellular,1056,1
1909,60,retired,married,primary,0,37,0,0,cellular,881,0
1910,37,technician,single,secondary,0,884,1,1,cellular,150,0
1911,35,technician,single,secondary,0,225,1,0,cellular,8,0
1912,30,admin.,married,secondary,0,873,1,0,other,347,1
1913,41,technician,single,,0,454,1,0,other,117,0
1914,58,admin.,divorced,secondary,0,3337,1,0,telephone,369,1
1915,34,management,married,tertiary,0,3696,0,0,cellular,885,1
1916,60,admin.,married,secondary,0,106,0,0,cellular,160,1
1917,37,technician,married,secondary,0,-254,1,1,cellular,141,0
1918,34,blue-collar,married,secondary,0,262,0,0,cellular,396,1
1919,40,management,single,tertiary,0,171,0,0,cellular,1450,0
1920,27,services,married,secondary,0,58,1,0,cellular,132,0
1921,52,technician,married,secondary,0,196,1,1,cellular,135,0
1922,59,retired,divorced,tertiary,0,381,1,0,other,185,0
1923,41,blue-collar,married,secondary,0,59,1,0,other,33,0
1924,41,management,married,tertiary,0,2885,0,0,cellular,47,0
1925,37,unemployed,single,tertiary,0,1291,0,0,cellular,175,1
1926,37,blue-collar,single,secondary,0,1120,0,0,other,82,0
1927,33,technician,single,tertiary,0,149,1,0,cellular,495,1
1928,37,admin.,single,secondary,0,1003,0,0,cellular,303,0
1929,56,entrepreneur,married,secondary,0,5838,0,0,cellular,135,0
1930,31,admin.,married,secondary,0,23,0,0,cellular,90,0
1931,35,services,married,secondary,0,372,1,0,cellular,236,0
1932,26,management,single,tertiary,0,1094,1,0,cellular,160,1
1933,29,blue-collar,single,secondary,0,314,1,0,cellular,188,0
1934,31,technician,married,secondary,1,-367,1,0,cellular,554,1
1935,57,services,married,primary,0,2893,0,0,cellular,242,0
1936,27,technician,married,secondary,0,-302,1,0,other,29,0
1937,28,unemployed,single,primary,0,236,0,0,cellular,225,1
1938,52,blue-collar,single,primary,0,1837,1,0,cellular,253,0
1939,42,management,married,tertiary,0,157,1,1,cellular,159,0
1940,42,management,single,tertiary,0,196,1,0,other,143,0
1941,41,services,married,secondary,0,146,1,1,other,87,0
1942,46,management,married,tertiary,0,273,1,0,cellular,681,1
1943,47,blue-collar,married,secondary,0,0,1,1,cellular,229,0
1944,37,management,single,tertiary,0,411,1,1,cellular,166,0
1945,51,admin.,single,secondary,0,895,0,0,cellular,745,1
1946,54,management,married,primary,0,3185,1,1,cellular,218,0
1947,30,unemployed,single,tertiary,0,1159,0,0,telephone,366,1
1948,33,management,married,tertiary,0,2750,0,0,cellular,283,0
1949,30,admin.,single,secondary,0,1018,1,0,cellular,68,0
1950,32,admin.,married,secondary,0,0,1,0,cellular,83,0
1951,54,services,single,secondary,0,0,0,0,cellular,244,1
1952,39,management,married,tertiary,0,2939,0,0,cellular,406,1
1953,52,blue-collar,married,tertiary,0,297,1,0,other,24,0
1954,80,housemaid,married,primary,0,0,0,0,cellular,746,1
1955,33,technician,single,secondary,0,2583,0,0,cellular,151,0
1956,34,blue-collar,married,secondary,0,8558,1,0,other,204,0
1957,35,admin.,divorced,secondary,0,0,1,0,cellular,306,0
1958,84,retired,divorced,primary,0,639,0,0,telephone,353,1
1959,31,housemaid,married,secondary,0,243,1,0,cellular,356,1
1960,59,retired,married,primary,0,-411,0,0,cellular,263,0
1961,39,technician,married,secondary,0,603,0,1,cellular,250,1
1962,59,self-employed,married,primary,0,671,1,0,cellular,67,0
1963,28,management,single,tertiary,0,9314,0,0,cellular,322,1
1964,47,blue-collar,married,secondary,0,947,0,1,cellular,28,0
1965,34,management,single,tertiary,0,757,0,0,cellular,43,0
1966,33,technician,married,secondary,0,221,1,0,cellular,781,1
1967,28,blue-collar,married,secondary,0,86,1,1,other,403,0
1968,72,retired,married,primary,0,763,0,0,cellular,449,1
1969,34,management,divorced,tertiary,0,2240,0,0,cellular,257,1
1970,35,technician,single,secondary,0,1227,0,0,cellular,693,1
1971,69,retired,married,,0,426,0,0,telephone,395,1
1972,63,retired,married,primary,0,48,0,0,cellular,293,1
1973,27,services,single,secondary,0,-195,1,0,cellular,457,1
1974,29,management,married,tertiary,0,199,1,1,other,741,1
1975,39,management,married,tertiary,0,271,1,0,cellular,1570,1
1976,46,blue-collar,married,secondary,0,-27,1,0,cellular,297,0
1977,41,services,married,secondary,0,33,1,1,other,36,0
1978,36,entrepreneur,single,secondary,0,475,0,0,cellular,165,0
1979,49,,single,tertiary,0,2226,0,0,other,61,0
1980,43,services,single,secondary,0,848,0,0,other,74,0
1981,48,blue-collar,married,primary,0,278,1,0,other,55,0
1982,27,technician,single,tertiary,0,401,0,0,cellular,255,1
1983,26,blue-collar,married,primary,0,-219,1,1,other,136,0
1984,38,technician,married,secondary,0,226,1,0,other,334,1
1985,33,technician,single,secondary,0,2085,0,0,cellular,585,1
1986,29,management,single,tertiary,0,4694,0,0,cellular,211,0
1987,54,services,divorced,secondary,0,0,0,0,cellular,203,1
1988,49,entrepreneur,married,tertiary,0,313,1,0,cellular,49,0
1989,35,unemployed,married,secondary,0,330,0,0,cellular,753,0
1990,40,technician,married,secondary,0,1159,0,0,telephone,19,0
1991,50,admin.,married,secondary,0,4117,0,0,cellular,619,1
1992,59,housemaid,divorced,primary,1,0,0,1,cellular,1598,0
1993,36,unemployed,married,secondary,0,439,1,0,telephone,18,0
1994,41,management,single,tertiary,0,2408,0,0,cellular,142,0
1995,48,blue-collar,single,primary,0,8990,0,0,telephone,1790,1
1996,25,student,single,secondary,0,2354,0,0,cellular,264,1
1997,35,technician,married,secondary,0,1577,1,1,cellular,62,0
1998,39,technician,married,secondary,0,6,1,0,cellular,142,0
1999,55,technician,single,secondary,0,11,0,0,other,6,0
2000,27,management,single,secondary,0,565,1,0,cellular,199,0
2001,57,blue-collar,married,primary,0,4073,0,0,other,85,0
2002,28,admin.,single,secondary,0,0,1,1,cellular,456,1
2003,35,management,single,tertiary,0,688,0,0,cellular,589,0
2004,54,technician,married,secondary,0,7252,0,0,other,61,0
2005,27,technician,single,secondary,0,204,0,0,cellular,550,1
2006,31,technician,married,secondary,0,297,0,0,cellular,644,0
2007,56,admin.,married,secondary,0,45,0,0,other,644,1
2008,42,blue-collar,married,primary,0,1673,1,0,cellular,743,1
2009,31,blue-collar,single,,0,813,1,0,other,7,0
2010,56,admin.,married,secondary,0,1270,1,0,cellular,93,0
2011,45,blue-collar,married,primary,0,101,1,0,other,202,1
2012,39,admin.,married,secondary,0,168,0,0,cellular,112,0
2013,32,admin.,married,secondary,0,1785,1,0,cellular,60,0
2014,21,student,single,secondary,0,215,0,0,cellular,446,1
2015,47,management,single,tertiary,0,-295,0,1,cellular,389,0
2016,29,services,single,secondary,0,487,1,1,other,77,0
2017,40,technician,married,secondary,0,581,1,0,cellular,301,0
2018,45,management,single,tertiary,0,0,0,0,other,24,0
2019,28,technician,single,tertiary,0,-214,1,0,cellular,266,0
2020,50,management,married,tertiary,0,89,0,0,other,15,0
2021,26,management,single,tertiary,0,362,0,0,cellular,1080,1
2022,31,blue-collar,single,secondary,0,5607,0,0,other,114,0
2023,33,blue-collar,married,secondary,0,0,1,0,cellular,243,0
2024,33,services,single,tertiary,0,395,1,0,cellular,1587,1
2025,32,technician,married,secondary,0,1214,1,0,cellular,62,0
2026,35,admin.,single,tertiary,0,5007,1,0,cellular,85,0
2027,40,blue-collar,married,secondary,0,326,1,1,cellular,131,0
2028,27,blue-collar,single,secondary,1,-27,0,0,other,218,1
2029,30,management,single,tertiary,0,2,1,1,cellular,1204,1
2030,79,retired,married,primary,0,3025,0,0,cellular,194,1
2031,21,student,single,secondary,0,123,0,0,telephone,379,1
2032,50,admin.,divorced,secondary,0,175,0,0,cellular,131,0
2033,44,,married,,0,722,1,0,telephone,269,0
2034,33,admin.,married,secondary,1,-675,1,0,other,107,0
2035,81,retired,married,primary,0,5220,0,0,telephone,135,1
2036,30,unemployed,single,tertiary,0,302,0,0,cellular,617,1
2037,29,self-employed,single,secondary,0,0,0,0,cellular,154,0
2038,39,services,married,secondary,0,2758,0,0,cellular,769,1
2039,80,retired,married,primary,0,155,0,0,telephone,343,1
2040,46,management,divorced,tertiary,0,507,1,0,cellular,1397,1
2041,61,admin.,married,secondary,0,4608,0,0,cellular,248,1
2042,40,services,married,secondary,0,0,1,0,cellular,215,0
2043,39,admin.,married,secondary,0,46,0,0,other,82,0
2044,62,management,married,tertiary,0,997,0,0,cellular,647,1
2045,37,admin.,single,secondary,0,245,1,1,other,321,1
2046,54,entrepreneur,married,secondary,0,0,0,1,cellular,244,0
2047,70,retired,married,primary,0,3782,0,0,cellular,722,0
2048,34,self-employed,single,tertiary,0,462,0,0,cellular,2192,1
2049,41,technician,married,secondary,0,640,0,0,cellular,197,0
2050,39,entrepreneur,married,tertiary,0,83,1,0,cellular,225,0
2051,46,blue-collar,married,primary,0,174,1,1,other,47,0
2052,59,unemployed,married,primary,0,0,0,0,cellular,3533,0
2053,43,management,married,tertiary,0,13044,0,0,cellular,251,0
2054,47,management,married,tertiary,0,2306,0,0,telephone,239,1
2055,51,technician,single,secondary,0,-463,1,0,cellular,579,0
2056,57,technician,divorced,secondary,0,3043,0,0,cellular,826,1
2057,33,blue-collar,married,secondary,0,139,1,1,cellular,855,1
2058,40,management,married,tertiary,0,9221,0,0,cellular,294,0
2059,37,management,married,tertiary,0,2283,0,0,cellular,354,1
2060,55,management,married,tertiary,0,2366,1,1,cellular,110,0
2061,77,retired,married,tertiary,0,7802,0,0,telephone,421,1
2062,56,services,married,secondary,0,5486,1,0,cellular,293,0
2063,51,admin.,single,secondary,0,1994,0,0,other,338,1
2064,56,blue-collar,married,secondary,0,249,1,0,other,347,1
2065,36,entrepreneur,divorced,tertiary,0,776,0,1,cellular,843,1
2066,40,management,married,tertiary,0,185,0,0,cellular,362,0
2067,39,technician,married,secondary,0,2983,0,0,cellular,551,1
2068,34,blue-collar,married,primary,0,1309,1,0,cellular,533,0
2069,38,management,married,tertiary,0,4293,1,0,cellular,107,0
2070,34,management,single,tertiary,0,-322,0,0,other,87,0
2071,43,technician,married,tertiary,0,2643,0,0,cellular,220,1
2072,57,management,married,tertiary,0,1357,1,1,cellular,113,0
2073,58,management,married,tertiary,0,230,1,0,telephone,339,0
2074,51,management,divorced,tertiary,0,0,0,0,cellular,70,0
2075,30,management,single,tertiary,0,2907,1,0,cellular,171,0
2076,47,housemaid,married,primary,0,275,1,0,cellular,305,0
2077,52,management,divorced,tertiary,0,96,0,0,cellular,157,0
2078,44,technician,divorced,secondary,0,1262,1,0,other,346,1
2079,23,blue-collar,married,primary,0,1158,1,0,cellular,868,0
2080,28,technician,married,secondary,0,1086,1,0,cellular,1299,1
2081,30,management,married,tertiary,0,69,1,0,other,18,0
2082,64,retired,married,secondary,0,4083,0,0,cellular,137,0
2083,32,management,single,tertiary,0,2,1,0,cellular,117,1
2084,42,blue-collar,married,primary,0,329,1,0,other,10,0
2085,42,entrepreneur,married,secondary,0,707,0,0,cellular,272,0
2086,44,unemployed,married,secondary,0,1543,0,0,cellular,424,0
2087,36,blue-collar,single,secondary,0,111,1,0,cellular,203,0
2088,31,technician,married,secondary,0,1032,1,0,other,31,0
2089,42,management,divorced,tertiary,0,497,0,0,other,37,0
2090,30,technician,single,tertiary,0,635,0,0,cellular,994,1
2091,36,technician,married,secondary,0,7957,0,0,cellular,336,0
2092,34,admin.,divorced,secondary,0,67,1,0,other,39,0
2093,54,admin.,married,secondary,0,19213,0,0,cellular,117,0
2094,28,technician,single,tertiary,0,0,1,0,cellular,175,0
2095,56,technician,divorced,secondary,0,0,0,0,cellular,550,0
2096,61,admin.,married,,0,4629,1,0,cellular,211,1
2097,41,management,divorced,tertiary,0,4567,1,1,cellular,124,0
2098,31,management,single,tertiary,0,825,1,0,other,222,1
2099,44,unemployed,married,tertiary,0,17747,1,0,cellular,9,0
2100,47,management,married,tertiary,0,2351,0,0,cellular,190,1
2101,57,services,married,secondary,0,530,1,0,telephone,10,0
2102,44,management,married,tertiary,0,2365,0,1,cellular,186,0
2103,24,management,single,tertiary,0,1506,0,0,cellular,279,1
2104,51,technician,married,tertiary,0,0,0,0,cellular,773,1
2105,37,admin.,single,secondary,0,22,1,0,cellular,33,0
2106,44,housemaid,married,primary,0,71,1,0,cellular,293,0
2107,40,technician,single,tertiary,0,1646,1,0,cellular,458,1
2108,37,management,married,tertiary,0,8564,1,0,cellular,246,0
2109,42,admin.,divorced,secondary,0,527,0,1,cellular,211,1
2110,58,unemployed,married,secondary,0,68,0,0,cellular,197,0
2111,43,management,divorced,tertiary,0,481,1,0,cellular,218,1
2112,24,student,single,secondary,0,382,0,0,cellular,299,1
2113,41,services,single,tertiary,0,285,1,1,other,59,0
2114,34,blue-collar,married,primary,0,-703,1,0,cellular,187,0
2115,82,retired,married,,0,211,0,0,telephone,195,0
2116,37,management,married,tertiary,0,0,1,0,cellular,98,0
2117,34,housemaid,married,secondary,0,0,1,0,other,68,1
2118,43,management,divorced,secondary,0,51,0,0,cellular,502,1
2119,26,blue-collar,married,secondary,0,246,1,0,other,501,1
2120,28,blue-collar,married,secondary,0,916,1,0,other,90,0
2121,32,blue-collar,married,primary,0,415,1,0,other,341,1
2122,43,services,married,secondary,0,2145,0,0,cellular,340,1
2123,24,student,single,secondary,0,8165,0,0,cellular,252,1
2124,43,technician,divorced,tertiary,0,123,0,0,other,122,0
2125,32,blue-collar,married,primary,0,274,1,0,other,9,0
2126,56,services,married,secondary,1,-8,0,0,cellular,186,0
2127,37,technician,married,secondary,0,410,1,1,other,139,0
2128,44,services,married,secondary,0,2439,1,0,cellular,155,0
2129,27,management,single,tertiary,0,703,1,0,other,259,1
2130,35,retired,married,primary,0,285,1,0,cellular,159,0
2131,29,self-employed,single,tertiary,0,121,1,0,other,658,1
2132,24,student,single,secondary,0,125,0,0,cellular,307,1
2133,36,services,married,secondary,0,370,1,1,cellular,850,0
2134,31,housemaid,married,tertiary,0,0,0,0,other,5,0
2135,29,blue-collar,married,primary,0,459,1,1,cellular,236,0
2136,23,student,single,secondary,0,1029,1,0,cellular,79,0
2137,25,management,single,tertiary,0,2305,0,0,cellular,242,0
2138,56,technician,single,secondary,0,1437,1,0,cellular,429,0
2139,45,technician,married,secondary,0,2128,0,1,cellular,56,0
2140,31,blue-collar,single,,0,461,1,0,cellular,540,0
2141,53,blue-collar,married,secondary,0,148,1,0,cellular,77,0
2142,27,services,married,secondary,0,0,1,0,cellular,1158,1
2143,56,self-employed,married,secondary,0,445,0,0,cellular,69,0
2144,38,technician,married,secondary,0,976,1,0,cellular,37,0
2145,57,admin.,married,secondary,0,567,1,0,cellular,102,0
2146,44,blue-collar,married,primary,0,0,1,0,cellular,20,0
2147,31,self-employed,single,secondary,0,0,0,1,telephone,287,0
2148,47,technician,divorced,secondary,0,5735,0,0,other,124,0
2149,40,unemployed,married,secondary,0,1960,1,0,other,265,1
2150,43,technician,divorced,secondary,0,365,1,0,other,178,0
2151,60,blue-collar,married,secondary,0,272,0,0,cellular,492,0
2152,32,management,married,tertiary,0,913,1,0,cellular,325,0
2153,34,technician,single,secondary,0,347,1,0,cellular,180,0
2154,25,student,married,tertiary,0,10,1,0,cellular,1001,1
2155,30,management,single,tertiary,0,502,0,0,cellular,541,1
2156,31,blue-collar,married,secondary,0,41,1,0,other,116,0
2157,39,blue-collar,married,secondary,0,298,1,0,other,95,0
2158,37,admin.,married,secondary,0,641,1,0,other,18,0
2159,31,management,married,tertiary,0,13,0,0,cellular,128,0
2160,43,housemaid,single,primary,0,800,1,0,cellular,1054,1
2161,34,management,single,tertiary,0,0,1,0,other,152,0
2162,53,admin.,divorced,secondary,0,-394,1,0,other,263,0
2163,54,blue-collar,married,secondary,0,-102,1,0,cellular,192,0
2164,51,blue-collar,married,primary,0,0,1,1,cellular,1105,1
2165,36,services,divorced,secondary,0,532,1,0,cellular,457,0
2166,33,blue-collar,married,secondary,0,18,1,0,cellular,364,0
2167,39,blue-collar,married,secondary,0,660,1,1,cellular,109,0
2168,53,retired,married,primary,0,759,1,0,telephone,702,0
2169,55,,married,secondary,0,2206,0,0,cellular,310,1
2170,36,admin.,divorced,secondary,0,-37,1,0,other,66,0
2171,60,management,married,tertiary,0,2281,0,0,cellular,269,1
2172,31,housemaid,married,,1,-6,0,1,telephone,94,0
2173,57,technician,married,secondary,0,950,1,0,cellular,1486,0
2174,54,housemaid,single,secondary,0,1213,0,0,cellular,281,1
2175,32,services,single,secondary,0,936,1,0,cellular,71,0
2176,43,housemaid,married,primary,0,25,0,0,cellular,141,0
2177,49,technician,married,secondary,0,133,0,0,cellular,95,0
2178,60,technician,married,secondary,0,0,1,0,telephone,101,0
2179,48,blue-collar,married,secondary,0,503,1,0,cellular,123,0
2180,51,technician,married,,0,-174,1,1,cellular,406,0
2181,52,self-employed,divorced,secondary,0,1291,1,0,cellular,653,0
2182,26,technician,single,secondary,0,276,1,0,cellular,124,0
2183,76,housemaid,divorced,primary,0,1411,0,0,telephone,170,1
2184,62,retired,married,tertiary,0,2557,1,0,cellular,246,1
2185,36,self-employed,single,primary,0,235,1,0,other,62,0
2186,43,technician,married,tertiary,0,192,0,0,cellular,237,0
2187,27,services,single,secondary,0,194,1,0,other,143,0
2188,27,services,single,secondary,0,339,0,0,cellular,213,1
2189,46,admin.,divorced,secondary,0,660,1,0,cellular,1198,0
2190,39,management,single,secondary,0,36,0,0,cellular,82,0
2191,35,management,single,tertiary,0,2646,0,0,cellular,155,1
2192,27,student,single,tertiary,0,311,0,0,telephone,187,1
2193,65,unemployed,married,tertiary,0,0,0,0,cellular,543,0
2194,32,technician,married,secondary,0,473,0,1,cellular,341,1
2195,42,technician,married,secondary,0,440,1,0,cellular,15,0
2196,32,technician,single,secondary,0,230,1,0,cellular,516,1
2197,34,technician,single,secondary,0,201,0,0,cellular,300,0
2198,36,management,single,secondary,0,1511,1,0,cellular,315,1
2199,67,retired,divorced,secondary,0,704,0,0,cellular,627,1
2200,48,blue-collar,married,primary,0,816,1,0,cellular,133,0
2201,47,technician,married,secondary,0,826,1,0,telephone,195,0
2202,43,technician,divorced,secondary,0,0,0,0,other,146,0
2203,38,management,married,tertiary,0,126,1,0,other,72,0
2204,44,blue-collar,single,secondary,0,0,0,0,cellular,155,1
2205,54,unemployed,single,secondary,0,380,0,0,cellular,813,1
2206,49,technician,married,secondary,0,905,0,0,cellular,1802,1
